infrastructure_type_id,secondary_infrastructure_type_id,country_id,year_commenced,Primary topic,Secondary (if needed)
5 | Overseas Office,,14 | Australia,,,
5 | Overseas Office,,14 | Australia,,,
6 | Manufacturing facility,,29 | Brazil,,,
5 | Overseas Office,,230 | Uzbekistan,,,
5 | Overseas Office,,29 | Brazil,,,
,,,,,
13 | Cable Terrestrial,,188 | Russia,,,
13 | Cable Terrestrial,,188 | Russia,,,
13 | Cable Terrestrial,,144 | Mongolia,,,
13 | Cable Terrestrial,,123 | Kazakhstan,,,
,,,,,
13 | Cable Terrestrial,,236 | Vietnam,,,
13 | Cable Terrestrial,,123 | Kazakhstan,,,
13 | Cable Terrestrial,,145 | Macau,,,
13 | Cable Terrestrial,,114 | Kyrgyzstan,,,
13 | Cable Terrestrial,,214 | Tajikistan,,,
13 | Cable Terrestrial,,103 | India,,,
13 | Cable Terrestrial,,143 | Myanmar [Burma],,,
13 | Cable Terrestrial,,124 | Laos,,,
13 | Cable Terrestrial,,236 | Vietnam,,,
13 | Cable Terrestrial,,165 | Nepal,,,
13 | Cable Terrestrial,,214 | Tajikistan,,,
13 | Cable Terrestrial,,188 | Russia,,,
13 | Cable Terrestrial,,103 | India,,,
13 | Cable Terrestrial,,175 | Pakistan,,,
13 | Cable Terrestrial,,,,,
13 | Cable Terrestrial,,119 | North Korea,,,
13 | Cable Terrestrial,,188 | Russia,,,
13 | Cable Terrestrial,,119 | North Korea,,,
13 | Cable Terrestrial,,144 | Mongolia,,,
25 | Facial recognition,,228 | United States,,1 | Artificial Intelligence,6 | Surveillance
,,,,,
3 | Research partnership,,14 | Australia,,1 | Artificial Intelligence,
9 | Commercial partnership,18 | Surveillance equipment,228 | United States,,1 | Artificial Intelligence,6 | Surveillance
15 | Telecommunications or ICT,25 | Facial recognition,195 | Singapore,,1 | Artificial Intelligence,6 | Surveillance
15 | Telecommunications or ICT,25 | Facial recognition,99 | Indonesia,,1 | Artificial Intelligence,6 | Surveillance
15 | Telecommunications or ICT,25 | Facial recognition,220 | Turkey,,1 | Artificial Intelligence,6 | Surveillance
15 | Telecommunications or ICT,25 | Facial recognition,190 | Saudi Arabia,,1 | Artificial Intelligence,6 | Surveillance
15 | Telecommunications or ICT,25 | Facial recognition,2 | United Arab Emirates,,1 | Artificial Intelligence,6 | Surveillance
15 | Telecommunications or ICT,25 | Facial recognition,121 | Kuwait,,1 | Artificial Intelligence,6 | Surveillance
15 | Telecommunications or ICT,25 | Facial recognition,184 | Qatar,,1 | Artificial Intelligence,6 | Surveillance
15 | Telecommunications or ICT,25 | Facial recognition,19 | Bangladesh,,1 | Artificial Intelligence,6 | Surveillance
5 | Overseas Office,,195 | Singapore,,1 | Artificial Intelligence,
5 | Overseas Office,,112 | Japan,,1 | Artificial Intelligence,
5 | Overseas Office,,54 | Germany,,,
5 | Overseas Office,,163 | Netherlands,,,
5 | Overseas Office,,112 | Japan,,,
5 | Overseas Office,,112 | Japan,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,228 | United States,,,
9 | Commercial partnership,,59 | Algeria,,,
23 | Satellite calibration centre,,112 | Japan,,,
23 | Satellite calibration centre,,72 | France,,,
18 | Surveillance equipment,,169 | Oman,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,23 | Bahrain,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,72 | France,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,155 | Malaysia,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,113 | Kenya,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,184 | Qatar,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,45 | Cameroon,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,135 | Morocco,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,25 | Facial recognition,154 | Mexico,,1 | Artificial Intelligence,2 | Smart cities
18 | Surveillance equipment,,113 | Kenya,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,99 | Indonesia,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,103 | India,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,34 | Belarus,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,2 | United Arab Emirates,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,226 | Uganda,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,14 | Australia,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,163 | Netherlands,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,108 | Italy,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,120 | South Korea,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,2 | United Arab Emirates,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,244 | Zambia,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,150 | Malta,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,113 | Kenya,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,155 | Malaysia,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,9 | Angola,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,156 | Mozambique,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,243 | South Africa,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,66 | Ethiopia,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,188 | Russia,,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,188 | Russia,,6 | Surveillance,2 | Smart cities
4 | Training,18 | Surveillance equipment,123 | Kazakhstan,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,230 | Uzbekistan,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,230 | Uzbekistan,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,217 | Turkmenistan,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,220 | Turkey,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,214 | Tajikistan,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,214 | Tajikistan,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,114 | Kyrgyzstan,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,114 | Kyrgyzstan,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,190 | Saudi Arabia,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,19 | Bangladesh,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,143 | Myanmar [Burma],,6 | Surveillance,
4 | Training,18 | Surveillance equipment,213 | Thailand,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,213 | Thailand,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,213 | Thailand,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,115 | Cambodia,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,236 | Vietnam,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,243 | South Africa,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,99 | Indonesia,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,99 | Indonesia,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,99 | Indonesia,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,11 | Argentina,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,74 | United Kingdom,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,188 | Russia,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,123 | Kazakhstan,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,230 | Uzbekistan,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,217 | Turkmenistan,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,143 | Myanmar [Burma],,6 | Surveillance,
4 | Training,18 | Surveillance equipment,124 | Laos,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,213 | Thailand,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,115 | Cambodia,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,155 | Malaysia,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,195 | Singapore,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,174 | Philippines,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,103 | India,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,175 | Pakistan,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,7 | Armenia,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,34 | Belarus,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,135 | Morocco,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,62 | Egypt,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,47 | Colombia,,6 | Surveillance,
4 | Training,18 | Surveillance equipment,60 | Ecuador,,6 | Surveillance,
13 | Cable Terrestrial,,,,,
13 | Cable Terrestrial,,,,,
13 | Cable Terrestrial,,,,,
13 | Cable Terrestrial,,,,,
13 | Cable Terrestrial,,,,,
13 | Cable Terrestrial,,,,,
13 | Cable Terrestrial,,,,,
,,,,,
17 | MoU-agreement,,188 | Russia,,1 | Artificial Intelligence,
17 | MoU-agreement,,188 | Russia,,,
3 | Research partnership,15 | Telecommunications or ICT,188 | Russia,,,
5 | Overseas Office,,188 | Russia,,,
5 | Overseas Office,,188 | Russia,,,
5 | Overseas Office,,188 | Russia,,,
5 | Overseas Office,,188 | Russia,,,
5 | Overseas Office,,188 | Russia,,,
13 | Cable Terrestrial,,165 | Nepal,,,
13 | Cable Terrestrial,,165 | Nepal,,,
13 | Cable Terrestrial,,124 | Laos,,,
13 | Cable Terrestrial,,236 | Vietnam,,,
,,,,,
13 | Cable Terrestrial,,188 | Russia,,,
13 | Cable Terrestrial,,144 | Mongolia,,,
13 | Cable Terrestrial,,123 | Kazakhstan,,,
13 | Cable Terrestrial,,123 | Kazakhstan,,,
13 | Cable Terrestrial,,93 | Hong Kong,,,
,,,,,
13 | Cable Terrestrial,,,,,
,,,,,
,,,,,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
,,,,,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
7 | Investment or joint venture,,228 | United States,,1 | Artificial Intelligence,
11 | Smart cities,,91 | Guyana,,2 | Smart cities,6 | Surveillance
11 | Smart cities,,170 | Panama,,2 | Smart cities,6 | Surveillance
18 | Surveillance equipment,,228 | United States,,6 | Surveillance,
11 | Smart cities,,11 | Argentina,,2 | Smart cities,6 | Surveillance
,,,,,
3 | Research partnership,17 | MoU-agreement,74 | United Kingdom,,6 | Surveillance,
5 | Overseas Office,,36 | Canada,,4 | Biotech,
5 | Overseas Office,,194 | Sweden,,4 | Biotech,
5 | Overseas Office,,163 | Netherlands,,4 | Biotech,
5 | Overseas Office,,74 | United Kingdom,,4 | Biotech,
5 | Overseas Office,,20 | Belgium,,4 | Biotech,
5 | Overseas Office,,113 | Kenya,,4 | Biotech,
5 | Overseas Office,,243 | South Africa,,4 | Biotech,
5 | Overseas Office,,228 | United States,,4 | Biotech,
5 | Overseas Office,,228 | United States,,4 | Biotech,
5 | Overseas Office,,228 | United States,,4 | Biotech,
5 | Overseas Office,,228 | United States,,4 | Biotech,
5 | Overseas Office,,36 | Canada,,4 | Biotech,
5 | Overseas Office,,228 | United States,,4 | Biotech,
5 | Overseas Office,,228 | United States,,4 | Biotech,
5 | Overseas Office,,228 | United States,,4 | Biotech,
5 | Overseas Office,,228 | United States,,4 | Biotech,
5 | Overseas Office,,133 | Latvia,,4 | Biotech,
5 | Overseas Office,,188 | Russia,,4 | Biotech,
5 | Overseas Office,,54 | Germany,,4 | Biotech,
5 | Overseas Office,,155 | Malaysia,,4 | Biotech,
5 | Overseas Office,,14 | Australia,,4 | Biotech,
5 | Overseas Office,,168 | New Zealand,,4 | Biotech,
5 | Overseas Office,,228 | United States,,4 | Biotech,
5 | Overseas Office,,27 | Brunei,,4 | Biotech,
5 | Overseas Office,,124 | Laos,,4 | Biotech,
5 | Overseas Office,,154 | Mexico,,1 | Artificial Intelligence,
5 | Overseas Office,,176 | Poland,,1 | Artificial Intelligence,
5 | Overseas Office,,112 | Japan,,,
5 | Overseas Office,,135 | Morocco,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,120 | South Korea,,,
5 | Overseas Office,,103 | India,,,
5 | Overseas Office,,155 | Malaysia,,,
5 | Overseas Office,,74 | United Kingdom,,,
5 | Overseas Office,,195 | Singapore,,,
5 | Overseas Office,,176 | Poland,,,
5 | Overseas Office,,181 | Portugal,,,
5 | Overseas Office,,65 | Spain,,,
,,,,,
5 | Overseas Office,,108 | Italy,,,
5 | Overseas Office,,29 | Brazil,,,
5 | Overseas Office,,236 | Vietnam,,,
,,,,,
5 | Overseas Office,,72 | France,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
5 | Overseas Office,,103 | India,,,
,,,,,
5 | Overseas Office,,54 | Germany,,,
5 | Overseas Office,,103 | India,,,
5 | Overseas Office,,20 | Belgium,,,
5 | Overseas Office,,2 | United Arab Emirates,,,
5 | Overseas Office,,100 | Ireland,,,
5 | Overseas Office,,36 | Canada,,,
5 | Overseas Office,,103 | India,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,236 | Vietnam,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,62 | Egypt,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,65 | Spain,,,
5 | Overseas Office,,174 | Philippines,,,
5 | Overseas Office,,188 | Russia,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,54 | Germany,,,
5 | Overseas Office,,213 | Thailand,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,29 | Brazil,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,223 | Taiwan,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,195 | Singapore,,,
5 | Overseas Office,,14 | Australia,,,
5 | Overseas Office,,99 | Indonesia,,,
5 | Overseas Office,,220 | Turkey,,,
5 | Overseas Office,,243 | South Africa,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,36 | Canada,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,,103 | India,,,
5 | Overseas Office,,103 | India,,,
5 | Overseas Office,,103 | India,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
10 | Subsidiary,,103 | India,,1 | Artificial Intelligence,
,,,,,
11 | Smart cities,,195 | Singapore,,6 | Surveillance,
,,,,,
,,,,,
1 | R&D lab,3 | Research partnership,14 | Australia,,,
,,,,,
,,,,,
3 | Research partnership,,14 | Australia,,1 | Artificial Intelligence,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
13 | Cable Terrestrial,,188 | Russia,,,
13 | Cable Terrestrial,,123 | Kazakhstan,,,
13 | Cable Terrestrial,,103 | India,,,
13 | Cable Terrestrial,,143 | Myanmar [Burma],,,
13 | Cable Terrestrial,,236 | Vietnam,,,
